Description_ID,Original_Description,Match_Rank,SKU,Product_Name,Brand,Color,Size,Confidence,Match_Reason,Text_Similarity,Attribute_Score,Extracted_Brand,Extracted_Color,Extracted_Size,Extracted_Subcategory,Extracted_Season
DESC0231,"Looking for bevge Snakers by Classzc, size S please.",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0231,"Looking for bevge Snakers by Classzc, size S please.",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0232,"After White option in XS, preferably Heels.",1,SKU1000769,Urban Heels,Urban,White,XS,63.81,Color: White | Size: XS | Type: Heels,39.68,100.0,,White,XS,Heels,
DESC0232,"After White option in XS, preferably Heels.",2,SKU1000654,Essential Heels,Essential,White,M,49.84,Color: White | Type: Heels,42.04,61.54,,White,XS,Heels,
DESC0232,"After White option in XS, preferably Heels.",3,SKU1000784,Alpine Heels,Alpine,Burgundy,XS,47.92,Size: XS | Type: Heels,38.85,61.54,,White,XS,Heels,
DESC0233,"Good afternoon, could you help me find the cream cardigan from Elite in size XS? Appreciate your help.",1,SKU1000008,Elite Cardigan,Elite,Cream,XS,80.11,Brand: Elite | Color: Cream | Size: XS | Type: Cardigan,66.85,100.0,Elite,Cream,XS,Cardigan,
DESC0233,"Good afternoon, could you help me find the cream cardigan from Elite in size XS? Appreciate your help.",2,SKU1000152,Alpine Cardigan,Alpine,Cream,XS,53.9,Color: Cream | Size: XS | Type: Cardigan,41.68,72.22,Elite,Cream,XS,Cardigan,
DESC0233,"Good afternoon, could you help me find the cream cardigan from Elite in size XS? Appreciate your help.",3,SKU1000528,Elite Dress,Elite,Cream,XS,51.31,Brand: Elite | Color: Cream | Size: XS,29.96,83.33,Elite,Cream,XS,Cardigan,
DESC0234,"Do you have the Eliite Blose in oliev, size M?",1,SKU1000604,Essential Gown,Essential,Beige,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0234,"Do you have the Eliite Blose in oliev, size M?",2,SKU1000170,Nordic Polo,Nordic,Charcoal,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0234,"Do you have the Eliite Blose in oliev, size M?",3,SKU1000175,Elite T-Shirt,Elite,Gray,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0235,Need Norrdic's whie Gmwn sz XL asap.,1,SKU1000328,Classic Shorts,Classic,Beige,XL,50.59,Size: XL,17.64,100.0,,,XL,,
DESC0235,Need Norrdic's whie Gmwn sz XL asap.,2,SKU1000724,Classic Heels,Classic,Olive,XL,50.54,Size: XL,17.56,100.0,,,XL,,
DESC0235,Need Norrdic's whie Gmwn sz XL asap.,3,SKU1000143,Style Vest,Style,Burgundy,XL,50.42,Size: XL,17.37,100.0,,,XL,,
DESC0236,Looking for the soft ivory day dress from Elite in XS.,1,SKU1000528,Elite Dress,Elite,Cream,XS,73.34,Brand: Elite | Size: XS | Type: Dress,55.57,100.0,Elite,,XS,Dress,
DESC0236,Looking for the soft ivory day dress from Elite in XS.,2,SKU1000627,Elite Dress,Elite,Blue,XS,71.2,Brand: Elite | Size: XS | Type: Dress,52.0,100.0,Elite,,XS,Dress,
DESC0236,Looking for the soft ivory day dress from Elite in XS.,3,SKU1000483,Elite Dress,Elite,Charcoal,M,57.82,Brand: Elite | Type: Dress,55.34,61.54,Elite,,XS,Dress,
DESC0237,Do you carry Elite Jacket for Summer 2024?,1,SKU1000042,Elite Jacket,Elite,Charcoal,XXL,82.69,Brand: Elite | Type: Jacket,71.15,100.0,Elite,,,Jacket,Summer 2024
DESC0237,Do you carry Elite Jacket for Summer 2024?,2,SKU1000108,Elite Jacket,Elite,Olive,XXL,65.78,Brand: Elite | Type: Jacket,56.31,80.0,Elite,,,Jacket,Summer 2024
DESC0237,Do you carry Elite Jacket for Summer 2024?,3,SKU1000102,Elite Jacket,Elite,Red,XL,60.47,Brand: Elite | Type: Jacket,47.45,80.0,Elite,,,Jacket,Summer 2024
DESC0238,Looking for Style Jacket Tan XXL,1,SKU1000018,Style Jacket,Style,Tan,XXL,80.63,Brand: Style | Color: Tan | Size: XXL | Type: Jacket,67.72,100.0,Style,Tan,XXL,Jacket,
DESC0238,Looking for Style Jacket Tan XXL,2,SKU1000060,Style Jacket,Style,Tan,S,58.96,Brand: Style | Color: Tan | Type: Jacket,50.11,72.22,Style,Tan,XXL,Jacket,
DESC0238,Looking for Style Jacket Tan XXL,3,SKU1000150,Essential Jacket,Essential,Tan,XXL,58.35,Color: Tan | Size: XXL | Type: Jacket,49.1,72.22,Style,Tan,XXL,Jacket,
DESC0239,"Want dress with sweat-wicking performance, gray in M for Winter 2024.",1,SKU1000537,Classic Dress,Classic,Gray,M,69.11,Color: Gray | Size: M | Type: Dress,48.52,100.0,,Gray,M,Dress,Winter 2024
DESC0239,"Want dress with sweat-wicking performance, gray in M for Winter 2024.",2,SKU1000507,Premium Dress,Premium,Navy,M,48.93,Size: M | Type: Dress,37.1,66.67,,Gray,M,Dress,Winter 2024
DESC0239,"Want dress with sweat-wicking performance, gray in M for Winter 2024.",3,SKU1000606,Essential Dress,Essential,Cream,M,48.33,Size: M | Type: Dress,36.1,66.67,,Gray,M,Dress,Winter 2024
DESC0240,"I want Comfort's maroon blazer in M, please.",1,SKU1000153,Comfort Blazer,Comfort,Burgundy,M,86.46,Brand: Comfort | Color: Burgundy | Size: M | Type: Blazer,77.44,100.0,Comfort,Burgundy,M,Blazer,
DESC0240,"I want Comfort's maroon blazer in M, please.",2,SKU1000161,Comfort Blouse,Comfort,Burgundy,M,48.05,Brand: Comfort | Color: Burgundy | Size: M,24.53,83.33,Comfort,Burgundy,M,Blazer,
DESC0240,"I want Comfort's maroon blazer in M, please.",3,SKU1000075,Style Blazer,Style,Beige,M,39.25,Size: M | Type: Blazer,35.78,44.44,Comfort,Burgundy,M,Blazer,
DESC0241,Do you stock Alpine's weather boots in that emerald? I need XXL.,1,SKU1000790,Alpine Boots,Alpine,Green,XXL,69.75,Brand: Alpine | Size: XXL | Type: Boots,49.58,100.0,Alpine,,XXL,Boots,
DESC0241,Do you stock Alpine's weather boots in that emerald? I need XXL.,2,SKU1000730,Alpine Boots,Alpine,Gray,XL,52.57,Brand: Alpine | Type: Boots,46.59,61.54,Alpine,,XXL,Boots,
DESC0241,Do you stock Alpine's weather boots in that emerald? I need XXL.,3,SKU1000775,Alpine Boots,Alpine,Cream,M,51.57,Brand: Alpine | Type: Boots,44.92,61.54,Alpine,,XXL,Boots,
DESC0242,"Searching for the Alpine cold-weather coat finished in khaki, L size.",1,SKU1000085,Alpine Coat,Alpine,Black,XXL,62.94,Brand: Alpine | Type: Coat,63.88,61.54,Alpine,,L,Coat,
DESC0242,"Searching for the Alpine cold-weather coat finished in khaki, L size.",2,SKU1000145,Premium Coat,Premium,White,L,57.38,Size: L | Type: Coat,54.61,61.54,Alpine,,L,Coat,
DESC0242,"Searching for the Alpine cold-weather coat finished in khaki, L size.",3,SKU1000133,Premium Coat,Premium,Black,L,51.01,Size: L | Type: Coat,43.99,61.54,Alpine,,L,Coat,
DESC0243,"Good afternoon, I'm checking if you carry the olive sneakers from Elite in size XL? Thanks so much!",1,SKU1000796,Elite Sneakers,Elite,Olive,XL,75.18,Brand: Elite | Color: Olive | Size: XL | Type: Sneakers,58.64,100.0,Elite,Olive,XL,Sneakers,
DESC0243,"Good afternoon, I'm checking if you carry the olive sneakers from Elite in size XL? Thanks so much!",2,SKU1000659,Elite Heels,Elite,Olive,XL,51.24,Brand: Elite | Color: Olive | Size: XL,29.84,83.33,Elite,Olive,XL,Sneakers,
DESC0243,"Good afternoon, I'm checking if you carry the olive sneakers from Elite in size XL? Thanks so much!",3,SKU1000567,Elite Dress,Elite,Olive,XL,49.72,Brand: Elite | Color: Olive | Size: XL,27.32,83.33,Elite,Olive,XL,Sneakers,
DESC0244,"Want cream option in dresses, open to suggestions.",1,SKU1000359,Nordic Leggings,Nordic,Cream,S,57.41,Color: Cream,29.02,100.0,,Cream,,,
DESC0244,"Want cream option in dresses, open to suggestions.",2,SKU1000463,Style Shorts,Style,Cream,L,55.75,Color: Cream,26.25,100.0,,Cream,,,
DESC0244,"Want cream option in dresses, open to suggestions.",3,SKU1000305,Classic Blouse,Classic,Cream,S,54.97,Color: Cream,24.95,100.0,,Cream,,,
DESC0245,Do you carry Essential Dress for Spring 2024?,1,SKU1000579,Essential Dress,Essential,Blue,M,83.17,Brand: Essential | Type: Dress,71.94,100.0,Essential,,,Dress,Spring 2024
DESC0245,Do you carry Essential Dress for Spring 2024?,2,SKU1000606,Essential Dress,Essential,Cream,M,78.85,Brand: Essential | Type: Dress,78.09,80.0,Essential,,,Dress,Spring 2024
DESC0245,Do you carry Essential Dress for Spring 2024?,3,SKU1000609,Essential Dress,Essential,Tan,L,72.7,Brand: Essential | Type: Dress,67.83,80.0,Essential,,,Dress,Spring 2024
DESC0246,Need Classic Blouse Cream size S,1,SKU1000305,Classic Blouse,Classic,Cream,S,85.83,Brand: Classic | Color: Cream | Size: S | Type: Blouse,76.38,100.0,Classic,Cream,S,Blouse,
DESC0246,Need Classic Blouse Cream size S,2,SKU1000245,Classic Blouse,Classic,Brown,S,71.79,Brand: Classic | Size: S | Type: Blouse,71.5,72.22,Classic,Cream,S,Blouse,
DESC0246,Need Classic Blouse Cream size S,3,SKU1000444,Classic Leggings,Classic,Cream,S,53.05,Brand: Classic | Color: Cream | Size: S,32.86,83.33,Classic,Cream,S,Blouse,
DESC0247,"Charcoal Sandals from Modern, size M",1,SKU1000662,Style Sandals,Style,Gray,M,61.56,Color: Gray | Size: M | Type: Sandals,54.45,72.22,Modern,Gray,M,Sandals,
DESC0247,"Charcoal Sandals from Modern, size M",2,SKU1000702,Modern Sandals,Modern,Charcoal,M,57.29,Brand: Modern | Size: M | Type: Sandals,47.34,72.22,Modern,Gray,M,Sandals,
DESC0247,"Charcoal Sandals from Modern, size M",3,SKU1000767,Modern Sandals,Modern,Black,M,55.96,Brand: Modern | Size: M | Type: Sandals,45.11,72.22,Modern,Gray,M,Sandals,
DESC0248,Do you stock Alpine's t-shirt in that charcoal tone? I need XS.,1,SKU1000268,Alpine Shirt,Alpine,Cream,M,58.36,Brand: Alpine | Type: Shirt,67.65,44.44,Alpine,Gray,S,Shirt,
DESC0248,Do you stock Alpine's t-shirt in that charcoal tone? I need XS.,2,SKU1000214,Alpine Shirt,Alpine,Beige,XS,54.34,Brand: Alpine | Type: Shirt,60.94,44.44,Alpine,Gray,S,Shirt,
DESC0248,Do you stock Alpine's t-shirt in that charcoal tone? I need XS.,3,SKU1000316,Alpine Shirt,Alpine,Charcoal,L,52.91,Brand: Alpine | Type: Shirt,58.55,44.44,Alpine,Gray,S,Shirt,
DESC0249,Looking for Elite Sundress Red L,1,SKU1000542,Elite Sundress,Elite,Red,L,88.81,Brand: Elite | Color: Red | Size: L | Type: Sundress,81.35,100.0,Elite,Red,L,Sundress,
DESC0249,Looking for Elite Sundress Red L,2,SKU1000557,Elite Sundress,Elite,Tan,XXL,59.71,Brand: Elite | Type: Sundress,69.89,44.44,Elite,Red,L,Sundress,
DESC0249,Looking for Elite Sundress Red L,3,SKU1000482,Elite Sundress,Elite,Gray,XXL,59.46,Brand: Elite | Type: Sundress,69.46,44.44,Elite,Red,L,Sundress,
DESC0250,"Looking for keeps-dry charcoal dress in M, ideally wool.",1,SKU1000537,Classic Dress,Classic,Gray,M,59.75,Color: Gray | Size: M | Type: Dress,32.92,100.0,,Gray,M,Dress,
DESC0250,"Looking for keeps-dry charcoal dress in M, ideally wool.",2,SKU1000570,Classic Dress,Classic,Charcoal,M,43.56,Size: M | Type: Dress,31.57,61.54,,Gray,M,Dress,
DESC0250,"Looking for keeps-dry charcoal dress in M, ideally wool.",3,SKU1000594,Classic Dress,Classic,Gray,XS,43.03,Color: Gray | Type: Dress,30.69,61.54,,Gray,M,Dress,
